the_geom,cartodb_id,x,y,codid,direccion,localidad,tipointer,disppdm,fechaimplementacion
0101000020E6100000E9E4AAE4E98552C07B3211A1D7D01240,1036,-74.09240071,4.70394756,1301,TV 76 X DG 83,ENGATIVA,"VEHICULAR, PEATONAL","BOTON, RADAR",2013-03-23
0101000020E61000000DCA4D373D8652C000EB9EC8D5C41240,1037,-74.09748633,4.69222177,1302,KR 76 X CL 74,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2013-03-23
0101000020E61000002772FBC4458452C00026C179439E1240,1038,-74.06675839,4.654554274,300,KR 17 X CL 66,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1983-11-11
0101000020E610000065A4F83A618452C083AB08D4EEA11240,1039,-74.06843447,4.65813762,333,KR 22 X AV GABRIEL ANDRADE (AC 68),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2006-11-02
0101000020E61000007373019A4E8452C082BA9C542CA11240,1040,-74.06729746,4.65739567,312,KR 20 X AV GABRIEL ANDRADE (AC 68),BARRIOS UNIDOS,VEHICULAR,SIN,1990-07-01
0101000020E61000003F0F4117458452C07FF38B5410A21240,1041,-74.06671697,4.65826542,297,KR 20 X CL 69,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2000-06-27
0101000020E61000001EC0A6F7228452C005C68E63779F1240,1042,-74.06463424,4.65572887,262,KR 15 X AV GABRIEL ANDRADE (AC 68),BARRIOS UNIDOS,VEHICULAR,SIN,1990-07-26
0101000020E6100000BE7D67C5418452C044170D5BABA01240,1043,-74.06651435,4.65690367,294,KR 19 X AV GABRIEL ANDRADE (AC 68),BARRIOS UNIDOS,VEHICULAR,SIN,1990-07-01
0101000020E610000081DCF24F388452C0C57C1E6991A11240,1044,-74.06593703,4.65778126,282,KR 19 X CL 69,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2000-06-27
0101000020E6100000AEDD393E818452C03CE1FC6C35B41240,1045,-74.07038837,4.675985053,351,KR 54 X AV MEDELLIN (AC 80),BARRIOS UNIDOS,VEHICULAR,BUCLE,2007-12-20
0101000020E6100000A9C487024B8452C03B392C89C39C1240,1046,-74.06707824,4.65308966,306,KR 17 X CL 64,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1998-05-03
0101000020E610000089C3BBB73D8452C0C4C35166419C1240,1047,-74.06626695,4.65259323,289,KR 16 X CL 64,BARRIOS UNIDOS,VEHICULAR,SIN,1990-02-28
0101000020E61000002E3353F7548452C07CB577FCCD9E1240,1048,-74.06768592,4.65508265,320,KR 19 X CL 66,BARRIOS UNIDOS,VEHICULAR,SIN,1990-02-28
0101000020E6100000B932C944618452C0BB51A2A1569F1240,1049,-74.06843681,4.65560391,331,KR 20 X CL 66,BARRIOS UNIDOS,VEHICULAR,SIN,1990-02-28
0101000020E610000002C12EB31D8952C0FCB2B02B56521240,1050,-74.14243774,4.58040684,1109,AV JORGE GAITAN CORTES (KR 33) X AV BOYACA (CL 56A S),TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1998-04-24
0101000020E6100000527CBE5E088852C0C1BFFDEBA2491240,1051,-74.12551087,4.57191056,1068,KR 20 X CL 46 S Y DG 45B S,RAFAEL URIBE,VEHICULAR,SIN,1995-02-28
0101000020E6100000E7BE833CCE8652C07C895AFD85001240,1052,-74.10633767,4.50051113,1150,AUTOPISTA AL LLANO (KR 1) X CL 90 S,USME,"VEHICULAR, PEATONAL",SIN,2009-07-03
0101000020E61000008B3ED5D7E98652C0BDED9FE1AC501240,1053,-74.10802265,4.57878449,1027,AV CARACAS (AK 14) X CL 28 S,RAFAEL URIBE,"VEHICULAR, PEATONAL","BOTON, SONORO",2002-05-25
0101000020E610000059B2B66B7A8B52C03CEED80053631240,1054,-74.17934697,4.59699632,927,AV DEL SUR (KR 77G) X CL 63 S,BOSA,"VEHICULAR, PEATONAL",SIN,1993-12-03
0101000020E6100000B3862041108952C04253A99F585F1240,1055,-74.14161709,4.59311151,1106,KR 54 X DG 47A S,TUNJUELITO,"VEHICULAR, PEATONAL","BOTON, SONORO",2004-07-14
0101000020E610000082721DDBD98852C040AA2B7ED7801240,1056,-74.13829687,4.62582204,831,AV BOYACA (AK 72) X VIA G (AC 3),KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-02-28
0101000020E61000002584722E878452C07B7FD1CC30A11240,1057,-74.07075082,4.65741272,384,AV COLOMBIA (AK 24) X CL 66,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1997-01-03
0101000020E61000009E2A54D46C8452C0FBF7F829339E1240,1058,-74.06914242,4.65449205,347,KR 20 X CL 64,BARRIOS UNIDOS,VEHICULAR,SIN,1990-04-11
0101000020E61000003F6FAE8AC58452C08309F70CD9A31240,1059,-74.07455699,4.66000767,477,KR 28A X CL 66,BARRIOS UNIDOS,VEHICULAR,SIN,1983-02-13
0101000020E610000009A007C09D8252C042E0FDE9EDD01240,1060,-74.0408783,4.70403257,35,KR 14 X AV CALLEJAS (AC 127),USAQUEN,"VEHICULAR, PEATONAL","BOTON, SONORO",2000-06-02
0101000020E61000000A9865F4488252C085D431BE9ABD1240,1061,-74.0357028,4.68516061,24,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 106,USAQUEN,"VEHICULAR, PEATONAL",SIN,1988-07-14
0101000020E61000003112B1F33C8252C0C5AC4A095EC01240,1062,-74.03497021,4.68785872,21,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 109,USAQUEN,"VEHICULAR, PEATONAL",SIN,1993-07-16
0101000020E6100000BFDA8B472D8252C080DBB88B51C31240,1063,-74.03401364,4.69074076,19,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 112,USAQUEN,"VEHICULAR, PEATONAL",SIN,1989-06-04
0101000020E6100000EED1090B488252C07FA677BC8CCA1240,1064,-74.03564716,4.697802491,25,AV GERMAN ARCINIEGAS (AK 11) X CL 119,USAQUEN,"VEHICULAR, PEATONAL",SIN,1998-09-05
0101000020E61000003AB9194DF28152C0BEEF31DCA9CA1240,1065,-74.03041389,4.69791359,12,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 121,USAQUEN,"VEHICULAR, PEATONAL",SIN,1990-05-13
0101000020E6100000696EE8DAD58152C081931AB9F2CE1240,1066,-74.02867768,4.70209779,9,AV ALBERTO LLERAS CAMARGO (AK 7) X AV CALLEJAS (AC 127),USAQUEN,"VEHICULAR, PEATONAL",SIN,1997-04-02
0101000020E610000063E6C8EB3D8252C03B9BB37890DA1240,1067,-74.03502936,4.71344174,22,KR 10 X AV CONTADOR (AC 134),USAQUEN,"VEHICULAR, PEATONAL",SIN,2002-09-02
0101000020E610000026BBA142188252C00248A0A809DA1240,1068,-74.03273073,4.71292747,17,AV LAUREANO GOMEZ (AK 9) X AV CONTADOR (AC 134),USAQUEN,VEHICULAR,SIN,1995-09-08
0101000020E610000079452A6BDF8152C0BCAA057AD1D81240,1069,-74.02926139,4.71173659,11,AV ALBERTO LLERAS CAMARGO (AK 7) X AV CONTADOR (AC 134),USAQUEN,"VEHICULAR, PEATONAL",SIN,1990-01-12
0101000020E610000042E60704D38752C07C395858A0E41240,1070,-74.12225438,4.723267918,783,KR 115 X AV MEDELLIN (AC 80),ENGATIVA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2001-10-26
0101000020E610000012FA575ECB8252C07EE3946F6CFC1240,1071,-74.04366263,4.7465074,1420,KR 20 X CL 166,USAQUEN,"VEHICULAR, PEATONAL","BOTON, SONORO",2015-08-01
0101000020E61000001D1B7A519C8552C03E28B85851571240,1072,-74.08766591,4.58527125,1269,AV FERNANDO MAZUERA (AK 10) X CL 4 S,ANTONIO NARINO,EXCLUSIVA PEATONAL,"BOTON, SONORO",2012-07-28
0101000020E6100000E399DC97CF8952C0FDA60473DD921240,1073,-74.15329548,4.643422887,1270,AV CIUDAD DE CALI (AK 86) X CL 6D,KENNEDY,"VEHICULAR, PEATONAL",SIN,2012-08-13
0101000020E610000061ED5A08538652C0C0D0CA41F9481240,1074,-74.09881791,4.57126334,1271,AV FERNANDO MAZUERA (AK 10) X CL 28 S,SAN CRISTOBAL,EXCLUSIVA PEATONAL,"BOTON, SONORO",2012-08-31
0101000020E6100000D9A6BBC22D8752C0847EC0873BF81240,1075,-74.11216801,4.74241459,1273,TV 127 X CL 132D,SUBA,"VEHICULAR, PEATONAL",SIN,2012-09-18
0101000020E6100000AE80423D7D8352C000D48B90709C1240,1076,-74.054519,4.65277315,1277,KR 5 X CL 70A,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2012-10-19
0101000020E6100000F793313E0C8252C0BFD69884C9F81240,1077,-74.03199725,4.74295623,1276,AV LAUREANO GOMEZ (AK 9) X CL 165,USAQUEN,"VEHICULAR, PEATONAL",SIN,2012-09-28
0101000020E6100000197B274D608752C0C5534633816C1240,1078,-74.11525277,4.60596161,1278,KR 40 X AV FUCHA (AC 8 S),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2012-10-26
0101000020E6100000EA0B75792F8452C07BF7FCD5888D1240,1079,-74.06539761,4.6382173,1279,KR 13 X CL 51,CHAPINERO,"VEHICULAR, PEATONAL","BOTON, SONORO",2012-10-31
0101000020E6100000D2727F79718952C0C54FB35958881240,1080,-74.14755094,4.63314953,1280,TV 78C X CL 6B,KENNEDY,"VEHICULAR, PEATONAL","BOTON, SONORO",2012-11-30
0101000020E6100000B9DE57610A8352C0006E66BAF80F1340,1081,-74.04750856,4.76559726,1283,KR 54D X CL 187,SUBA,"VEHICULAR, PEATONAL",SIN,2012-12-13
0101000020E610000013767F2CEC8652C08355BAF831831240,1082,-74.10816491,4.628120314,1284,KR 52 X AV CENTENARIO (AC 13),PUENTE ARANDA,EXCLUSIVA PEATONAL,SIN,2012-12-15
0101000020E6100000A74B73E9278552C07C1C214595B81240,1083,-74.08056103,4.68025692,540,KR 66 X CL 78,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2006-11-29
0101000020E61000001D2FE729DD8252C03B1162DB60B81240,1084,-74.04474876,4.68005698,1419,AV GERMAN ARCINIEGAS (AK 11) X CL 97,CHAPINERO,"VEHICULAR, PEATONAL","BOTON, SONORO",2015-02-16
0101000020E610000035B5E14D2A8352C0431D5B2511AF1240,1085,-74.04945704,4.670963844,1421,AV GERMAN ARCINIEGAS (AK 11) X CL 88,CHAPINERO,"VEHICULAR, PEATONAL","BOTON, SONORO",2015-05-22
0101000020E6100000FB537099CF8452C081D2203FFA661240,1086,-74.07517086,4.60056399,1428,KR 8 X CL 12B,CANDELARIA,"VEHICULAR, PEATONAL","BOTON, SONORO",2015-06-13
0101000020E61000006FF02A10628252C07D246FEB34FF1240,1087,-74.0372353,4.74922531,1425,KR 15 X AV SAN JUAN BOSCO (AC 170),USAQUEN,"VEHICULAR, PEATONAL","BOTON, SONORO, VIDEO DETECTOR",2015-05-27
0101000020E6100000D98B91BAD78452C000A33EC91D661240,1088,-74.07566704,4.599723,1417,KR 8 X CL 12,CANDELARIA,"VEHICULAR, PEATONAL","BOTON, SONORO",2016-02-26
0101000020E6100000AB06C498B28452C0BCC0619AD0651240,1089,-74.07340068,4.59942857,1426,KR 6 X CL 12B,CANDELARIA,"VEHICULAR, PEATONAL",SIN,2015-06-14
0101000020E6100000AD23724D038B52C0BC26A87E318D1240,1090,-74.17207657,4.63788412,1424,KR 89C X CL 42A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2015-06-30
0101000020E61000004ADA64BFB48352C07A682F2E97F11240,1091,-74.05790696,4.73592827,1405,KR 55 X CL 152,SUBA,"VEHICULAR, PEATONAL",SIN,2015-07-08
0101000020E610000035E37ED1EF8552C0BD4B58B838501240,1092,-74.09276235,4.57834137,974,AV FERNANDO MAZUERA (AK 10) X CL 17 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1983-07-01
0101000020E61000003F58846A5C8652C08329C5541B5C1240,1093,-74.09939063,4.58994801,1136,AV MARISCAL SUCRE (KR 24) X AV FUCHA (AC 11 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1989-12-11
0101000020E6100000BE320CAB3A8652C0FFD82017C5601240,1094,-74.09733082,4.59450184,992,KR 24B X AV DE LA HORTUA (CL 1),LOS MARTIRES,VEHICULAR,SIN,2004-03-31
0101000020E6100000432C0F90778552C042F2F164926C1240,1095,-74.08542253,4.6060272,1263,KR 19 X CL 12,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2012-07-15
0101000020E6100000D95B0C16758A52C07D6A98A9627D1240,1096,-74.16339637,4.62244668,903,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 42A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2008-04-16
0101000020E6100000794B3AA9F38552C0011BF7A41B6E1240,1097,-74.09299689,4.60752733,619,AV GENERAL SANTANDER (AK 27) X CL 9,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-12
0101000020E6100000E92E9B29028352C08003CF7B6BC11240,1098,-74.04700699,4.68888658,74,AV PASEO DEL COUNTRY (AK 15) X CL 104,USAQUEN,"VEHICULAR, PEATONAL",SIN,2000-07-02
0101000020E6100000AD3931987D8652C0853A29C40AB01240,1099,-74.10141568,4.67191607,1196,KR 70C X CL 63BIS,ENGATIVA,VEHICULAR,SIN,2010-05-19
0101000020E610000025B4F940B18752C0FBDDAA4E7B221240,1100,-74.12019371,4.533673505,1051,AV CARACAS (AK 14) X CL 65 S,USME,VEHICULAR,SIN,2000-04-03
0101000020E61000008FEA6CAFE28552C07F49769583371240,1101,-74.09196077,4.55421289,973,AV LA VICTORIA (AK 4 ESTE) X AV CIUDAD DE VILLAVICENCIO (AC 37 S),SAN CRISTOBAL,VEHICULAR,SIN,2004-10-04
0101000020E61000007708EB189A8A52C0FD7A95BC07621240,1102,-74.16565536,4.595732638,1153,KR 71 X AV DEL SUR (CL 57R S),BOSA,VEHICULAR,VIDEO DETECTOR,2009-07-08
0101000020E6100000A5C86448408952C080A4EB57746E1240,1103,-74.14454851,4.60786569,845,KR 72H X CL 39B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2006-11-21
0101000020E6100000E2BCAC47E98652C0FFFFF4D16F641240,1104,-74.10798828,4.59808281,715,AV JORGE GAITAN CORTES (KR 30) X AV CIUDAD DE QUITO (TV 31),ANTONIO NARINO,VEHICULAR,SIN,1993-12-20
0101000020E6100000FB4C6A26278552C041F1F9BC3D5B1240,1105,-74.08051453,4.5891027,951,KR 7 X CL 2,SANTA FE,VEHICULAR,SIN,1988-02-26
0101000020E61000006DBC85BFF08452C001CA5D3A9C771240,1106,-74.0771941,4.6168069,513,AV MARISCAL SUCRE (AK 19) X CL 24,LOS MARTIRES,VEHICULAR,SIN,1993-12-20
0101000020E6100000D1D8A171D38452C0C17AC33BC8681240,1107,-74.07540551,4.60232633,494,KR 9 X AV JIMENEZ (CL 13),CANDELARIA,"VEHICULAR, PEATONAL",SIN,1993-08-02
0101000020E61000009D7166C3938452C03CE4F0EE6D711240,1108,-74.07151875,4.610770925,400,AV FERNANDO MAZUERA (AK 10) X CL 24,SANTA FE,"VEHICULAR, PEATONAL",SIN,1993-01-12
0101000020E61000008D7B5646E18452C0414E83FD327F1240,1109,-74.07624968,4.62421795,500,AK 28 X AV TEUSAQUILLO (AC 34),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1994-04-14
0101000020E610000072D193A9378452C085455D7DD29D1240,1110,-74.06589736,4.654123267,283,KR 16 X CL 66,BARRIOS UNIDOS,VEHICULAR,SIN,1990-02-28
0101000020E6100000F98515766A8352C0FCEE60DDDBA11240,1111,-74.05337288,4.65806528,135,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 75,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1997-12-27
0101000020E6100000A5429815298352C07C8ABBAC4FA61240,1112,-74.04938259,4.66241331,95,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 81,CHAPINERO,VEHICULAR,SIN,1997-12-26
0101000020E61000000EAEEBDDC08252C0FDA58BE28FCD1240,1113,-74.04302166,4.70074419,46,AV PASEO DEL COUNTRY (AK 15) X CL 122,USAQUEN,"VEHICULAR, PEATONAL",SIN,1990-05-12
0101000020E6100000AD7DE81F908652C000814943F0F81240,1114,-74.10254667,4.74310403,686,KR 111BIS X CL 139,SUBA,"VEHICULAR, PEATONAL",BOTON,2008-01-22
0101000020E610000065F4831DF38452C0C4A2C52134091340,1115,-74.07733858,4.75898793,508,KR 92 X AC 170,SUBA,"VEHICULAR, PEATONAL",SIN,2004-03-17
0101000020E610000001B439108A8552C0807A6A5800591240,1116,-74.08655172,4.58691538,1272,AV FERNANDO MAZUERA (AK 10) X CL 2 S,ANTONIO NARINO,"VEHICULAR, PEATONAL","BOTON, SONORO",2012-09-15
0101000020E6100000196561DB648752C03FB646670D741240,1117,-74.11553082,4.61333238,1316,AV BATALLON CALDAS (AK 50) X CL 2C,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2013-09-21
0101000020E6100000337148F68A8952C083954DD25F481240,1118,-74.14910657,4.57067803,1114,KR 32 X AV CIUDAD DE VILLAVICENCIO (AC 61 S),CIUDAD BOLIVAR,EXCLUSIVA PEATONAL,"BOTON, SONORO",2004-12-15
0101000020E6100000DF3FCC14E98752C0BFD6B7FE234C1240,1119,-74.12360115,4.57435606,1060,AV CARACAS (AK 14) X CL 44C S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1985-07-26
0101000020E6100000994AB481478652C07D8CEC10203B1240,1120,-74.09811442,4.55773951,1165,KR 5 X AV CIUDAD DE VILLAVICENCIO (CL 37A S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2009-11-20
0101000020E61000009DFB7B21CB8852C0FB7C1AFF57781240,1121,-74.13739812,4.61752318,830,KR 71D X CL 8 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1998-03-03
0101000020E610000002A29A71DE8952C07BE4DFA107B61240,1122,-74.15420189,4.67776349,883,KR 111A X AV CENTENARIO (DG 16),FONTIBON,"VEHICULAR, PEATONAL",SIN,2006-05-26
0101000020E610000006B6CEE8DC8552C0C4911D02E46F1240,1123,-74.09160824,4.60926822,612,AV GENERAL SANTANDER (AK 27) X CL 11,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-07
0101000020E6100000A323B9FC478752C080269A9359BD1240,1124,-74.11376875,4.68491202,747,AV CIUDAD DE CALI (AK 86) X DG 63F,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2000-04-13
0101000020E610000006C7B8247F8752C0807127C753D11240,1125,-74.11713522,4.70442115,760,KR 101 X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2006-09-20
0101000020E61000001DE36256398652C03A0DB4D008CD1240,1126,-74.0972496,4.70022894,648,KR 81 X AV MEDELLIN (AC 80),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1990-04-16
0101000020E61000006FCBB2EDD58452C041CD0D7EC9B31240,1127,-74.07555716,4.67557332,492,KR 56BIS X CL 78,BARRIOS UNIDOS,"EXCLUSIVA PEATONAL, BICIUSUARIOS",SIN,2000-07-19
0101000020E6100000A1F1E956748352C0BB9CA223B9AC1240,1128,-74.0539758,4.668675,143,KR 13 X AC 82,CHAPINERO,VEHICULAR,SIN,1993-12-22
0101000020E610000067544B009F8A52C03CE339D7077C1240,1129,-74.16595466,4.62112366,910,AV AGOBERTO MEJIA CIFUENTES (AK 80) X AV CIUDAD DE VILLAVICENCIO (AC 43 S),KENNEDY,VEHICULAR,SIN,1988-01-29
0101000020E6100000E96799C16F8A52C03EACAA97DF891240,1130,-74.16307106,4.634642,902,AV CIUDAD DE CALI (AK 86) X AV DE LOS MUISCAS (CL 38 S) Y (DG 38 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2002-11-10
0101000020E61000006EFAF53B7B8752C0FFF69CEC4D711240,1131,-74.11689662,4.61064882,759,AV BATALLON CALDAS (AK 50) X CL 1G,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-07-28
0101000020E6100000B751748F328652C0409A096565641240,1132,-74.09683596,4.59804304,647,KR 25 X CL 2,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-09-21
0101000020E6100000A580172A7D8852C0C10C8EB365B81240,1133,-74.13263943,4.68007546,807,AV FONTIBON (AK 97) X AV LUIS CARLOS GALAN (AC 24),FONTIBON,"VEHICULAR, PEATONAL",SIN,2000-05-26
0101000020E61000004A0F7D561D8752C0C599ED4C995E1240,1134,-74.11116564,4.59238167,1033,KR 29B X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,VEHICULAR,SIN,1994-11-30
0101000020E61000007D1952663F8652C0FDD10DC12F8D1240,1135,-74.09761961,4.63787748,650,AV BATALLON CALDAS (AK 50) X AV DE LA ESPERANZA (AC 24),TEUSAQUILLO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1986-11-13
0101000020E6100000EB1F23247B8452C004A3CD716E671240,1136,-74.07001594,4.60100725,1134,KR 4 X CL 16,CANDELARIA,"VEHICULAR, PEATONAL",SIN,1994-06-14
0101000020E610000091FF2D54808552C0C436DC0DC36B1240,1137,-74.08595757,4.60523626,571,KR 19 X CL 11,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2005-05-20
0101000020E61000001F6207BE378752C0BF68A1CF0D7A1240,1138,-74.11277724,4.61919331,742,AV BATALLON CALDAS (AK 50) X CL 4F,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2004-06-29
0101000020E61000005A75CA61FF8552C0C3E1E6B75C871240,1139,-74.09371228,4.63218963,626,KR 43A X AV DE LA ESPERANZA (AC 24),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1997-10-17
0101000020E610000095E5F3A3448352C0FEDE24BCF3CE1240,1140,-74.05106448,4.70210165,111,KR 20 X CL 122,USAQUEN,VEHICULAR,SIN,1993-12-03
0101000020E6100000A1CBC442A78452C080FAB48AFE681240,1141,-74.07270879,4.6025335,433,KR 7 X CL 16,SANTA FE,EXCLUSIVA PEATONAL,SIN,1997-04-23
0101000020E6100000EA564C5BD28452C07DC61362AA741240,1142,-74.07533915,4.61393121,490,KR 17 X CL 24,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1994-10-11
0101000020E6100000B15C0400A68752C005C40D74C4E01240,1143,-74.11950684,4.71949941,771,KR 112A X AV MEDELLIN (AC 80),ENGATIVA,EXCLUSIVA PEATONAL,SIN,1999-06-15
0101000020E610000091CC672F118652C0BF7AAA9E27E11240,1144,-74.0947989,4.7198777,633,KR 93 X AV CIUDAD DE CALI (CL 127),SUBA,"VEHICULAR, PEATONAL",SIN,2008-01-23
0101000020E6100000022BC9326B8652C0C0B8565ACAFE1240,1145,-74.10029287,4.74881879,673,KR 111 X AV TRANSVERSAL DE SUBA (AC 145),SUBA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2007-10-25
0101000020E6100000912363D6478452C0C1CD8D0A186C1240,1146,-74.06688461,4.60556046,302,KR 3 X CL 22,SANTA FE,"VEHICULAR, PEATONAL",SIN,1996-04-24
0101000020E61000008D07B7EFF08452C0FCD857E4F8811240,1147,-74.07720559,4.62692601,512,AK 28 X CL 37,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1994-05-04
0101000020E6100000296CE6F37E8452C000817FA54E7B1240,1148,-74.07024858,4.6204172,374,AV CARACAS (AK 14) X AC 32,SANTA FE,"VEHICULAR, PEATONAL",SIN,2005-06-06
0101000020E61000007AD657B27E8452C07EED5F9B85841240,1149,-74.07023295,4.62941592,372,KR 16 X DG 40A,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1983-06-30
0101000020E6100000453FFA89F78252C03F105D0EC3E41240,1150,-74.04635858,4.72340033,70,AV SANTA BARBARA (AK 19) X CL 140,USAQUEN,VEHICULAR,SIN,1988-02-11
0101000020E6100000B18AB3F96A8452C080F472F11A8C1240,1151,-74.06902926,4.63682153,342,KR 16 X CL 49,TEUSAQUILLO,VEHICULAR,SIN,1994-12-05
0101000020E6100000925C1F52A38452C003FABF3CC7941240,1152,-74.07246831,4.64529128,426,AV COLOMBIA (TV 24) X AV GILBERTO ALZATE AVENDANO (AC 57),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1993-06-17
0101000020E6100000F7915B936E8452C08455B9D431941240,1153,-74.069249,4.64472134,350,KR 18 X AV GILBERTO ALZATE AVENDANO (AC 57),TEUSAQUILLO,VEHICULAR,SIN,1995-04-29
0101000020E610000045620653E28452C0439672842D721240,1154,-74.07631374,4.61150176,1202,KR 16 X CL 22,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2010-09-08
0101000020E610000021BB57B53D8452C03FEDB4B95A881240,1155,-74.06626638,4.63315859,291,KR 13 X CL 46,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1987-09-09
0101000020E61000001989C9E1348452C04485FAE9818B1240,1156,-74.06572766,4.63623777,279,KR 13 X CL 49,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-03-08
0101000020E61000004D47D801E18552C005BDAEFC85841240,1157,-74.09185835,4.62941737,1218,KR 38 X AV DE LA ESPERANZA (AC 24),TEUSAQUILLO,EXCLUSIVA PEATONAL,"BOTON, SONORO",2011-05-30
0101000020E610000082BDD3AE538452C0BD5CF160CD991240,1158,-74.0676076,4.65019752,318,KR 17 X AV JOSE CELESTINO MUTIS (AC 63),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1980-07-14
0101000020E6100000772C5B90D28352C001002DE96A971240,1159,-74.0597268,4.64786877,188,AV ALBERTO LLERAS CAMARGO (AK 7) X AV JOSE CELESTINO MUTIS (AC 63),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-05-14
0101000020E61000002D34B7A5028752C0C215E0BBCD9B1240,1160,-74.10953658,4.652152,726,KR 68B X AV LUIS CARLOS GALAN (AC 24),FONTIBON,"VEHICULAR, PEATONAL",SIN,1998-05-04
0101000020E6100000BD1DF32A008552C0830E4EC086661240,1161,-74.07813524,4.60012341,1251,AV FERNANDO MAZUERA (AK 10) X CL 11,CANDELARIA,EXCLUSIVA PEATONAL,SIN,2012-05-25
0101000020E610000052981847BC8352C045DC0B5043E11240,1162,-74.05836656,4.71998334,1282,KR 53 X AV IBERIA (AC 134),SUBA,"VEHICULAR, PEATONAL",SIN,2012-12-18
0101000020E6100000D61ACE256A8752C0C16BA739BBAD1240,1163,-74.11585374,4.66965952,755,KR 75 X CL 25G,FONTIBON,VEHICULAR,SIN,1993-09-29
0101000020E6100000776EF329748652C001DCDF13CAAE1240,1164,-74.10084008,4.67069274,679,AV DE LA CONSTITUCION (AK 70) X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1997-12-07
0101000020E6100000FAAA9F0E968452C0BCF982D4F5C11240,1165,-74.07165876,4.68941433,1314,KR 68A X AV ESPANA (AC 100),SUBA,"VEHICULAR, PEATONAL",SIN,2013-09-15
0101000020E610000089B5B6F8AD8652C0BC533C2EAABD1240,1166,-74.10436838,4.6852195,700,KR 77A X AV DEL SALITRE (CL 66A),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1993-12-07
0101000020E610000041883B49808652C07BF259E023C51240,1167,-74.10157996,4.69251967,682,KR 80 X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1990-08-23
0101000020E6100000A2A4D99F788752C000A5B149C0DC1240,1168,-74.11673733,4.71557727,757,KR 107 X AV MEDELLIN (AC 80),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1994-01-03
